relno,rtype,rlamt3,rlamt4,rdisc,yearm,order1,caddover,indexs,ione
114[車牌][電話],現金  ,2050.0,2050.0,0.0,202010.0,,,1.0,
114[車牌][電話],現金  ,24200.0,24200.0,0.0,202011.0,,,2.0,
114[車牌][電話],現金  ,4000.0,4000.0,0.0,202012.0,,,3.0,
114[車牌][電話],現金  ,48000.0,48000.0,0.0,202101.0,,,4.0,
114[車牌][電話],現金  ,32775.0,32775.0,0.0,202102.0,,,5.0,
114[車牌][電話],現金  ,29150.0,29150.0,0.0,202103.0,,,6.0,
114[車牌][電話],現金  ,10000.0,10000.0,0.0,202104.0,,,7.0,
114[車牌][電話],現金  ,6900.0,6900.0,0.0,202105.0,,,8.0,
114[車牌][電話],現金  ,6700.0,6700.0,0.0,202106.0,,,9.0,
114[車牌][電話],現金  ,9700.0,9700.0,0.0,202107.0,,,10.0,
114[車牌][電話],現金  ,25300.0,25300.0,0.0,202108.0,,,11.0,
114[車牌][電話],現金  ,30780.0,30780.0,0.0,202110.0,,,12.0,
114[車牌][電話],現金  ,11360.0,11360.0,0.0,202111.0,,,13.0,
114[車牌][電話],現金  ,25700.0,25700.0,0.0,202112.0,,,14.0,
114[車牌][電話],現金  ,13900.0,13900.0,0.0,202201.0,,,15.0,
114[車牌][電話],現金  ,6300.0,6300.0,0.0,202202.0,,,16.0,
114[車牌][電話],現金  ,18900.0,18900.0,0.0,202203.0,,,17.0,
114[車牌][電話],現金  ,9675.0,9675.0,0.0,202204.0,,,18.0,
114[車牌][電話],現金  ,10000.0,10000.0,0.0,202205.0,,,19.0,
114[車牌][電話],現金  ,2800.0,2800.0,0.0,202206.0,,,20.0,
114[車牌][電話],現金  ,21830.0,21830.0,0.0,202207.0,,,21.0,
114[車牌][電話],現金  ,8850.0,8850.0,0.0,202208.0,,,22.0,
114[車牌][電話],現金  ,4000.0,4000.0,0.0,202211.0,,,23.0,
114[車牌][電話],現金  ,25550.0,25550.0,0.0,202212.0,,,24.0,
114[車牌][電話],現金  ,24780.0,24780.0,0.0,202301.0,,,25.0,
114[車牌][電話],現金  ,5500.0,5500.0,0.0,202302.0,,,26.0,
114[車牌][電話],現金  ,2000.0,2000.0,0.0,202303.0,,,27.0,
114[車牌][電話],現金  ,44270.0,44270.0,0.0,202305.0,,,28.0,
114[車牌][電話],現金  ,19400.0,19400.0,0.0,202306.0,,,29.0,
114[車牌][電話],現金  ,12200.0,12200.0,0.0,202307.0,,,30.0,
114[車牌][電話],現金  ,25000.0,25000.0,0.0,202308.0,,,31.0,
114[車牌][電話],現金  ,185.0,185.0,0.0,202310.0,,,32.0,
114[車牌][電話],現金  ,34500.0,34500.0,0.0,202311.0,,,33.0,
114[車牌][電話],現金  ,11600.0,11600.0,0.0,202312.0,,,34.0,
114[車牌][電話],現金  ,7000.0,7000.0,0.0,202401.0,,,35.0,
114[車牌][電話],現金  ,9790.0,9790.0,0.0,202402.0,,,36.0,
114[車牌][電話],現金  ,500.0,500.0,0.0,202403.0,,,37.0,
114[車牌][電話],現金  ,1500.0,1500.0,0.0,202503.0,,,14.0,
114[車牌][電話],現金  ,5700.0,5700.0,0.0,202103.0,,,2.0,
114[車牌][電話],現金  ,3000.0,3000.0,0.0,202105.0,,,3.0,
114[車牌][電話],現金  ,3000.0,3000.0,0.0,202111.0,,,4.0,
114[車牌][電話],現金  ,2400.0,2400.0,0.0,202112.0,,,5.0,
114[車牌][電話],現金  ,1100.0,1100.0,0.0,202203.0,,,6.0,
114[車牌][電話],現金  ,13400.0,13400.0,0.0,202504.0,,,7.0,
114[車牌][電話],現金  ,3000.0,3000.0,0.0,202502.0,,,1.0,
114[車牌][電話],現金  ,5700.0,5700.0,0.0,202503.0,,,2.0,
114[車牌][電話],現金  ,10900.0,10900.0,0.0,202504.0,,,3.0,
114[車牌][電話],現金  ,2000.0,2000.0,0.0,202504.0,,,1.0,
114[車牌][電話],現金  ,5900.0,5900.0,0.0,202504.0,,,1.0,
114[車牌][電話],現金  ,300.0,300.0,0.0,202503.0,,,1.0,
114[車牌][電話],現金  ,1050.0,1050.0,0.0,202503.0,,,1.0,
114[車牌][電話],現金  ,1300.0,1300.0,0.0,202505.0,,,1.0,
114[車牌][電話],現金  ,350.0,350.0,0.0,202504.0,,,1.0,
114[車牌][電話],現金  ,200.0,200.0,0.0,202505.0,,,2.0,
114[車牌][電話],現金  ,800.0,800.0,0.0,202504.0,,,1.0,
114[車牌][電話],現金  ,4300.0,4300.0,0.0,202507.0,,,1.0,
114[車牌][電話],現金  ,600.0,600.0,0.0,202505.0,,,1.0,
114[車牌][電話],現金  ,600.0,600.0,0.0,202507.0,,,2.0,
114[車牌][電話],現金  ,3300.0,3300.0,0.0,202506.0,,,1.0,
114[車牌][電話],現金  ,250.0,250.0,0.0,202506.0,,,1.0,
114[車牌][電話],現金  ,2000.0,2000.0,0.0,202507.0,,,2.0,
114[車牌][電話],現金  ,2000.0,2000.0,0.0,202508.0,,,3.0,
114[車牌][電話],現金  ,4950.0,4950.0,0.0,202507.0,,,1.0,
114[車牌][電話],現金  ,1250.0,1250.0,0.0,202507.0,,,1.0,
114[車牌][電話],現金  ,1800.0,1800.0,0.0,202406.0,,,1.0,
114[車牌][電話],現金  ,600.0,600.0,0.0,202407.0,,,2.0,
114[車牌][電話],現金  ,4800.0,4800.0,0.0,202502.0,,,3.0,
114[車牌][電話],現金  ,17050.0,17050.0,0.0,202404.0,,,38.0,
114[車牌][電話],現金  ,1000.0,1000.0,0.0,202405.0,,,39.0,
114[車牌][電話],現金  ,12500.0,12500.0,0.0,202406.0,,,40.0,
114[車牌][電話],現金  ,300.0,300.0,0.0,202407.0,,,41.0,
114[車牌][電話],現金  ,12800.0,12800.0,0.0,202408.0,,,42.0,
114[車牌][電話],現金  ,3800.0,3800.0,0.0,202409.0,,,43.0,
114[車牌][電話],現金  ,300.0,300.0,0.0,202410.0,,,44.0,
114[車牌][電話],現金  ,27500.0,27500.0,0.0,202411.0,,,45.0,
114[車牌][電話],現金  ,19700.0,19700.0,0.0,202412.0,,,46.0,
114[車牌][電話],現金  ,18495.0,18495.0,0.0,202501.0,,,47.0,
114[車牌][電話],現金  ,3250.0,3250.0,0.0,202412.0,,,1.0,
114[車牌][電話],現金  ,1000.0,1000.0,0.0,202501.0,,,1.0,
114[車牌][電話],現金  ,1600.0,1600.0,0.0,202501.0,,,1.0,
114[車牌][電話],現金  ,750.0,750.0,0.0,202210.0,,,1.0,
114[車牌][電話],現金  ,300.0,300.0,0.0,202211.0,,,2.0,
114[車牌][電話],現金  ,3500.0,3500.0,0.0,202212.0,,,3.0,
114[車牌][電話],現金  ,800.0,800.0,0.0,202301.0,,,4.0,
114[車牌][電話],現金  ,1300.0,1300.0,0.0,202303.0,,,5.0,
114[車牌][電話],現金  ,2000.0,2000.0,0.0,202304.0,,,6.0,
114[車牌][電話],現金  ,750.0,750.0,0.0,202410.0,,,1.0,
114[車牌][電話],現金  ,750.0,750.0,0.0,202411.0,,,2.0,
114[車牌][電話],現金  ,1250.0,1250.0,0.0,202501.0,,,3.0,
114[車牌][電話],現金  ,750.0,750.0,0.0,202503.0,,,4.0,
114[車牌][電話],現金  ,140.0,140.0,0.0,202310.0,,,7.0,
114[車牌][電話],現金  ,700.0,700.0,0.0,202402.0,,,8.0,
114[車牌][電話],現金  ,500.0,500.0,0.0,202403.0,,,9.0,
114[車牌][電話],現金  ,150.0,150.0,0.0,202409.0,,,10.0,
114[車牌][電話],現金  ,450.0,450.0,0.0,202410.0,,,11.0,
114[車牌][電話],現金  ,350.0,350.0,0.0,202412.0,,,12.0,
114[車牌][電話],現金  ,700.0,700.0,0.0,202502.0,,,13.0,
114[車牌][電話],現金  ,450.0,450.0,0.0,202505.0,,,4.0,
114[車牌][電話],現金  ,9300.0,9300.0,0.0,202508.0,,,5.0,
114[車牌][電話],現金  ,1250.0,1250.0,0.0,202508.0,,,1.0,
114[車牌][電話],現金  ,150.0,150.0,0.0,202506.0,,,1.0,
114[車牌][電話],現金  ,1300.0,1300.0,0.0,202507.0,,,2.0,
114[車牌][電話],現金  ,150.0,150.0,0.0,202509.0,,,3.0,
114[車牌][電話],現金  ,150.0,150.0,0.0,202510.0,,,4.0,
114[車牌][電話],現金  ,2000.0,2000.0,0.0,202511.0,,,5.0,
114[車牌][電話],現金  ,4250.0,4250.0,0.0,202511.0,,,1.0,
114[車牌][電話],現金  ,1500.0,1500.0,0.0,202511.0,,,1.0,
115[車牌][電話],現金  ,1500.0,1500.0,0.0,202501.0,,,1.0,
115[車牌][電話],現金  ,1600.0,1600.0,0.0,202503.0,,,2.0,
115[車牌][電話],現金  ,1600.0,1600.0,0.0,202505.0,,,3.0,
115[車牌][電話],現金  ,2500.0,2500.0,0.0,202507.0,,,4.0,
115[車牌][電話],現金  ,2500.0,2500.0,0.0,202602.0,,,5.0,
115[車牌][電話],現金  ,800.0,800.0,0.0,202107.0,,,1.0,
115[車牌][電話],現金  ,350.0,350.0,0.0,202311.0,,,2.0,
115[車牌][電話],現金  ,2500.0,2500.0,0.0,202602.0,,,3.0,
115[車牌][電話],現金  ,1650.0,1500.0,150.0,202602.0,    ,,1.0,
